Date,Open,High,Low,Close,Volume,Adj Close
2014-10-01,40.66,41.240002,40.110001,40.32,35172900,40.32
2014-09-30,40.580002,41.23,40.439999,40.75,30386500,40.75
2014-09-29,40.41,41.09,40.16,40.52,35883300,40.52
2014-09-26,39.009998,40.799999,39.00,40.66,62189200,40.66
2014-09-25,39.560001,39.799999,38.82,38.950001,35916500,38.950001
2014-09-24,39.259998,40.099998,38.91,39.880001,49014100,39.880001
2014-09-23,38.150002,39.27,37.900002,39.049999,66105300,39.049999
2014-09-22,39.77,40.040001,38.220001,38.650002,109217100,38.650002
2014-09-19,42.439999,43.189999,39.549999,40.93,233872100,40.93
2014-09-18,43.049999,43.32,41.419998,42.09,93702100,42.09
2014-09-17,42.369999,42.959999,42.299999,42.59,39495500,42.59
2014-09-16,42.610001,42.959999,41.689999,42.709999,61490700,42.709999
2014-09-15,43.98,44.009998,42.139999,42.549999,72409900,42.549999
2014-09-12,41.73,43.200001,41.50,42.880001,69745500,42.880001
2014-09-11,41.02,41.560001,40.93,41.259998,25203000,41.259998
2014-09-10,41.049999,41.23,40.330002,41.139999,30741800,41.139999
2014-09-09,42.009998,42.060001,40.599998,40.779999,52683000,40.779999
2014-09-08,40.34,41.82,40.259998,41.810001,75520200,41.810001
2014-09-05,39.049999,39.799999,39.049999,39.59,26200400,39.59
2014-09-04,39.139999,39.34,38.959999,39.189999,14763300,39.189999
2014-09-03,39.490002,39.599998,38.689999,38.869999,16092900,38.869999
2014-09-02,38.900002,39.299999,38.790001,39.27,19803300,39.27
2014-08-29,38.57,38.669998,38.200001,38.509998,11634100,38.509998
2014-08-28,38.09,38.57,37.900002,38.310001,16490600,38.310001
2014-08-27,38.299999,38.720001,37.830002,38.18,24843000,38.18
2014-08-26,37.759998,37.919998,37.560001,37.790001,9516800,37.790001
2014-08-25,38.139999,38.220001,37.540001,37.709999,14356400,37.709999
2014-08-22,37.700001,38.200001,37.639999,38.009998,14879100,38.009998
2014-08-21,37.650002,37.75,37.310001,37.639999,12254900,37.639999
2014-08-20,37.610001,37.75,37.310001,37.50,12670300,37.50
2014-08-19,37.560001,37.939999,37.50,37.830002,17084900,37.830002
2014-08-18,36.77,37.77,36.75,37.380001,20153200,37.380001
2014-08-15,36.200001,36.57,36.119999,36.470001,13338900,36.470001
2014-08-14,36.32,36.419998,36.169998,36.360001,8927300,36.360001
2014-08-13,35.959999,36.450001,35.77,36.189999,16532300,36.189999
2014-08-12,35.799999,35.990002,35.150002,35.52,12902700,35.52
2014-08-11,36.099998,36.150002,35.75,35.790001,8660100,35.790001
2014-08-08,35.73,35.959999,35.400002,35.91,10593700,35.91
2014-08-07,36.00,36.00,35.529999,35.66,11306600,35.66
2014-08-06,35.580002,35.939999,35.439999,35.790001,11770500,35.790001
2014-08-05,36.32,36.419998,35.619999,35.700001,17636400,35.700001
2014-08-04,35.709999,36.66,35.650002,36.529999,13097200,36.529999
2014-08-01,35.689999,36.080002,35.310001,35.619999,14573000,35.619999
2014-07-31,36.259998,36.490002,35.68,35.810001,17937400,35.810001
2014-07-30,35.939999,36.990002,35.799999,36.599998,29876700,36.599998
2014-07-29,35.91,36.16,35.669998,35.68,11570900,35.68
2014-07-28,36.23,36.23,35.509998,35.900002,14607200,35.900002
2014-07-25,36.00,36.330002,35.75,36.119999,20143800,36.119999
2014-07-24,35.09,36.549999,35.040001,36.169998,47391000,36.169998
2014-07-23,33.779999,34.919998,33.68,34.709999,38622500,34.709999
2014-07-22,33.48,33.84,33.400002,33.599998,18153600,33.599998
2014-07-21,33.349998,33.639999,33.16,33.279999,18431000,33.279999
2014-07-18,33.18,33.349998,32.93,33.330002,21540900,33.330002
2014-07-17,33.82,33.900002,32.98,33.209999,37535900,33.209999
2014-07-16,34.419998,34.450001,33.720001,33.790001,56260600,33.790001
2014-07-15,35.720001,35.939999,35.200001,35.610001,36316600,35.610001
2014-07-14,35.799999,35.950001,35.450001,35.700001,18680500,35.700001
2014-07-11,34.950001,35.560001,34.779999,35.43,18379500,35.43
2014-07-10,34.330002,34.970001,34.099998,34.93,18064800,34.93
2014-07-09,34.68,35.07,34.68,34.849998,12626900,34.849998
2014-07-08,35.639999,35.66,34.279999,34.529999,23096900,34.529999
2014-07-07,36.150002,36.23,35.48,35.52,15716800,35.52
2014-07-03,36.07,36.150002,35.900002,36.139999,8604900,36.139999
2014-07-02,35.619999,35.91,35.400002,35.880001,16533600,35.880001
2014-07-01,35.50,35.700001,35.209999,35.349998,18609600,35.349998
2014-06-30,34.93,35.259998,34.849998,35.130001,20450100,35.130001
2014-06-27,33.849998,34.549999,33.700001,34.25,25500600,34.25
2014-06-26,33.25,33.75,33.02,33.66,16010000,33.66
2014-06-25,33.380001,33.650002,33.099998,33.25,18074400,33.25
2014-06-24,33.790001,33.990002,33.349998,33.48,14589800,33.48
2014-06-23,34.130001,34.220001,33.369999,33.639999,26206400,33.639999
2014-06-20,34.810001,34.810001,33.970001,34.049999,21605800,34.049999
2014-06-19,35.139999,35.200001,34.52,34.68,16200000,34.68
2014-06-18,34.669998,35.009998,34.259998,34.939999,17836000,34.939999
2014-06-17,34.799999,34.939999,34.299999,34.43,24402900,34.43
2014-06-16,35.00,35.490002,34.77,34.810001,32432300,34.810001
2014-06-13,36.880001,37.060001,36.639999,36.939999,12926300,36.939999
2014-06-12,36.50,36.790001,36.34,36.779999,12466100,36.779999
2014-06-11,36.25,36.84,36.110001,36.630001,13321500,36.630001
2014-06-10,35.869999,36.52,35.860001,36.310001,9179300,36.310001
2014-06-09,35.860001,36.32,35.540001,36.040001,14390000,36.040001
2014-06-06,35.060001,36.080002,35.049999,35.919998,18707200,35.919998
2014-06-05,34.790001,34.990002,34.360001,34.939999,11192800,34.939999
2014-06-04,34.48,34.830002,34.259998,34.73,9434100,34.73
2014-06-03,34.799999,34.970001,34.580002,34.650002,6557500,34.650002
2014-06-02,34.689999,34.950001,34.279999,34.869999,9178900,34.869999
2014-05-30,34.919998,34.93,34.130001,34.650002,13153000,34.650002
2014-05-29,34.900002,35.099998,34.669998,34.900002,9780800,34.900002
2014-05-28,35.150002,35.169998,34.419998,34.779999,16960500,34.779999
2014-05-27,35.00,35.130001,34.73,35.119999,13057000,35.119999
2014-05-23,34.849998,35.080002,34.509998,35.02,16294400,35.02
2014-05-22,34.599998,34.860001,34.259998,34.700001,17522800,34.700001
2014-05-21,34.00,34.389999,33.889999,34.360001,13804500,34.360001
2014-05-20,33.990002,34.470001,33.669998,33.869999,18596700,33.869999
2014-05-19,33.41,33.990002,33.279999,33.889999,14845700,33.889999
2014-05-16,33.66,33.66,33.099998,33.41,18847100,33.41
2014-05-15,34.18,34.189999,33.400002,33.799999,18879800,33.799999
2014-05-14,34.48,34.650002,33.98,34.169998,17039000,34.169998
2014-05-13,34.43,34.689999,34.169998,34.400002,12477100,34.400002
2014-05-12,33.990002,34.599998,33.869999,34.450001,22520600,34.450001
2014-05-09,34.009998,34.099998,33.41,33.759998,20303400,33.759998
2014-05-08,33.880001,34.57,33.610001,33.919998,30407700,33.919998
2014-05-07,35.990002,35.990002,33.669998,34.07,66062700,34.07
2014-05-06,36.939999,37.169998,36.48,36.490002,19156000,36.490002
2014-05-05,36.68,37.049999,36.299999,36.91,13129100,36.91
2014-05-02,36.59,37.119999,36.209999,36.869999,22454100,36.869999
2014-05-01,36.259998,36.689999,36.00,36.509998,19474700,36.509998
2014-04-30,35.889999,36.439999,35.25,35.950001,23341500,35.950001
2014-04-29,34.369999,35.889999,34.119999,35.830002,28736000,35.830002
2014-04-28,34.669998,35.00,33.650002,33.990002,31019200,33.990002
2014-04-25,35.029999,35.099998,34.290001,34.48,19401600,34.48
2014-04-24,35.82,35.82,34.77,35.240002,17242300,35.240002
2014-04-23,36.080002,36.189999,35.400002,35.439999,19051700,35.439999
2014-04-22,36.709999,36.849998,36.110001,36.139999,17915200,36.139999
2014-04-21,36.599998,36.650002,35.889999,36.400002,16685400,36.400002
2014-04-17,36.290001,36.599998,35.549999,36.380001,28932700,36.380001
2014-04-16,36.98,37.299999,35.810001,36.349998,61599100,36.349998
2014-04-15,33.93,34.279999,32.639999,34.209999,50600400,34.209999
2014-04-14,33.549999,34.040001,33.040001,33.450001,26322600,33.450001
2014-04-11,32.639999,33.48,32.150002,32.869999,28040700,32.869999
2014-04-10,34.880001,34.98,33.09,33.400002,34024900,33.400002
2014-04-09,34.189999,35.00,33.950001,34.869999,21651200,34.869999
2014-04-08,33.099998,34.43,33.02,33.830002,35486100,33.830002
2014-04-07,34.110001,34.369999,32.529999,33.07,47770200,33.07
2014-04-04,36.009998,36.049999,33.830002,34.259998,41049900,34.259998
2014-04-03,36.66,36.790001,35.509998,35.759998,16827800,35.759998
2014-04-02,36.68,36.860001,36.560001,36.639999,14522800,36.639999
2014-04-01,36.16,36.860001,36.150002,36.490002,15734000,36.490002
2014-03-31,36.459999,36.580002,35.73,35.900002,15153200,35.900002
2014-03-28,35.77,36.73,35.529999,35.900002,18292900,35.900002
2014-03-27,35.50,36.150002,35.049999,35.59,21929600,35.59
2014-03-26,36.240002,36.740002,35.450001,35.450001,20938800,35.450001
2014-03-25,37.00,37.07,35.860001,35.93,31715100,35.93
2014-03-24,38.00,38.040001,36.279999,36.68,29589000,36.68
2014-03-21,38.099998,38.27,37.73,37.939999,16044200,37.939999
2014-03-20,38.369999,38.470001,37.419998,37.77,19517000,37.77
2014-03-19,39.66,39.939999,38.509998,38.610001,19324600,38.610001
2014-03-18,39.00,39.509998,38.799999,39.450001,16934700,39.450001
2014-03-17,39.00,39.360001,38.610001,39.110001,29698300,39.110001
2014-03-14,36.689999,38.189999,36.450001,37.599998,30862300,37.599998
2014-03-13,38.049999,38.419998,36.810001,37.23,21179700,37.23
2014-03-12,37.209999,37.610001,36.48,37.50,14794700,37.50
2014-03-11,38.25,38.299999,37.43,37.560001,12592300,37.560001
2014-03-10,38.630001,38.779999,37.91,38.049999,11819200,38.049999
2014-03-07,39.709999,39.91,38.450001,38.700001,14455500,38.700001
2014-03-06,39.599998,39.98,39.50,39.66,10626700,39.66
2014-03-05,39.830002,40.150002,39.189999,39.50,12536800,39.50
2014-03-04,38.759998,39.790001,38.68,39.630001,16139400,39.630001
2014-03-03,37.650002,38.66,37.43,38.25,14714700,38.25
2014-02-28,38.549999,39.380001,38.220001,38.669998,16957100,38.669998
2014-02-27,37.799999,38.48,37.740002,38.470001,15489400,38.470001
2014-02-26,37.349998,38.099998,37.34,37.619999,15778900,37.619999
2014-02-25,37.48,37.580002,37.02,37.259998,9756900,37.259998
2014-02-24,37.23,37.709999,36.82,37.419998,15738900,37.419998
2014-02-21,37.900002,37.959999,37.220001,37.290001,12351900,37.290001
2014-02-20,37.830002,38.040001,37.299999,37.790001,11155900,37.790001
2014-02-19,38.060001,38.330002,37.68,37.810001,15851900,37.810001
2014-02-18,38.310001,38.59,38.09,38.310001,12096400,38.310001
2014-02-14,38.43,38.450001,38.110001,38.23,9975800,38.23
2014-02-13,37.919998,38.689999,37.790001,38.52,12088100,38.52
2014-02-12,38.599998,38.91,38.029999,38.110001,14088500,38.110001
2014-02-11,38.150002,38.860001,38.09,38.50,18348000,38.50
2014-02-10,38.00,38.130001,37.25,37.759998,17642900,37.759998
2014-02-07,36.650002,37.27,36.240002,37.23,16178500,37.23
2014-02-06,35.650002,36.75,35.610001,36.240002,14250000,36.240002
2014-02-05,35.599998,35.939999,34.990002,35.490002,14022900,35.490002
2014-02-04,35.110001,35.860001,34.860001,35.66,21082500,35.66
2014-02-03,35.939999,36.009998,34.66,34.900002,22195200,34.900002
2014-01-31,34.689999,36.330002,34.549999,36.009998,30072400,36.009998
2014-01-30,34.889999,35.810001,34.450001,35.310001,32244700,35.310001
2014-01-29,35.77,36.310001,34.82,34.889999,67190500,34.889999
2014-01-28,36.830002,38.32,36.52,38.220001,39765300,38.220001
2014-01-27,37.599998,37.939999,36.619999,36.650002,26728000,36.650002
2014-01-24,38.669998,38.98,37.619999,37.91,26309000,37.91
2014-01-23,39.310001,39.77,39.139999,39.389999,15384300,39.389999
2014-01-22,39.66,40.400002,39.32,40.18,12994600,40.18
2014-01-21,39.98,40.049999,38.860001,39.52,21436400,39.52
2014-01-17,40.119999,40.439999,39.470001,40.009998,19262500,40.009998
2014-01-16,40.43,40.75,40.110001,40.34,16348200,40.34
2014-01-15,41.060001,41.310001,40.759998,41.07,9475500,41.07
2014-01-14,40.209999,41.139999,40.040001,41.139999,14473900,41.139999
2014-01-13,41.16,41.220001,39.799999,39.990002,16047200,39.990002
2014-01-10,40.950001,41.349998,40.82,41.23,8721700,41.23
2014-01-09,41.330002,41.349998,40.610001,40.919998,12897300,40.919998
2014-01-08,41.290001,41.720001,41.02,41.02,18638200,41.02
2014-01-07,40.080002,41.200001,40.080002,40.919998,14100000,40.919998
2014-01-06,40.049999,40.32,39.75,39.93,12467500,39.93
2014-01-03,40.16,40.439999,39.82,40.119999,15755200,40.119999
2014-01-02,40.369999,40.490002,39.310001,39.59,21504200,39.59
